주소,위도,경도,견인횟수,nearest_park,park_위도,park_경도,distance,time
서울특별시 광진구 자양동 8-1,37.540635,127.0676234,1,KB국민은행 건대점,37.5412378,127.0671233,1308,9
서울특별시 광진구 자양동 8-6,37.5409574,127.0672651,1,KB국민은행 건대점,37.5412378,127.0671233,1338,9
서울특별시 광진구 자양동 812,37.5332764,127.0687707,1,coffee the sol,37.5329888,127.0680604,96,0
서울특별시 광진구 자양동 829-2,37.5329631,127.0671841,1,coffee the sol,37.5329888,127.0680604,344,2
서울특별시 광진구 자양동 854,37.5318919,127.0679483,2,뚝섬유원지역 1번 출구 부근,37.532187,127.067276,185,0
서울특별시 광진구 자양동 854-2,37.5318669,127.0680542,5,뚝섬유원지역 1번 출구 부근,37.532187,127.067276,187,0
서울특별시 광진구 자양동 854-3,37.5327534,127.0674782,19,coffee the sol,37.5329888,127.0680604,272,1
서울특별시 광진구 자양동 855,37.5329888,127.0680604,12,coffee the sol,37.5329888,127.0680604,0,0
서울특별시 광진구 자양동 855-1,37.5336528,127.0682374,1,coffee the sol,37.5329888,127.0680604,97,0
서울특별시 광진구 자양동 855-2,37.5328185,127.0683211,10,coffee the sol,37.5329888,127.0680604,333,1
서울특별시 광진구 자양동 856,37.5321852,127.0690312,13,이튼타워리버5차,37.5321852,127.0690312,0,0
서울특별시 광진구 자양동 856-14,37.5324179,127.0686107,6,이튼타워리버5차,37.5321852,127.0690312,231,1
서울특별시 광진구 자양동 856-16,37.5316754,127.0694316,3,이튼타워리버5차,37.5321852,127.0690312,212,1
서울특별시 광진구 자양동 856-2,37.5315425,127.0694109,2,이튼타워리버5차,37.5321852,127.0690312,224,1
서울특별시 광진구 자양동 856-5,37.5325589,127.0695152,2,이튼타워리버5차,37.5321852,127.0690312,65,0
서울특별시 광진구 자양동 859,37.5377045,127.0815286,3,향만원 건너편,37.538154,127.081057,314,1
서울특별시 광진구 자양동 861-3,37.531692,127.074516,1,자양나들목,37.5297299,127.0749769,1031,4
서울특별시 광진구 자양동 92-1,37.5326842,127.0638822,1,뚝섬유원지역 1번 출구 부근,37.532187,127.067276,690,4
서울특별시 광진구 자양동 97-1,37.5329129,127.0617054,1,뚝섬유원지역 1번 출구 부근,37.532187,127.067276,4768,17
서울특별시 광진구 자양로18길 65,37.5383855,127.0871225,1,대박집앞,37.538116,127.089644,473,3
서울특별시 광진구 중곡동 115-9,37.5526145,127.0897322,3,아차산역 2번출구,37.55131682,127.0902279,508,2
서울특별시 광진구 중곡동 119-12,37.5549103,127.0862761,1,군자 정우빌딩 앞,37.55613197,127.0815418,814,4
서울특별시 광진구 중곡동 123-1,37.5575666,127.0876948,1,군자 정우빌딩 앞,37.55613197,127.0815418,1293,7
서울특별시 광진구 중곡동 132-11,37.556017,127.083444,1,군자 정우빌딩 앞,37.55613197,127.0815418,554,2
서울특별시 광진구 중곡동 150-100,37.5610743,127.0876217,1,중곡역 2번출구,37.56503466,127.0839516,726,4
서울특별시 광진구 중곡동 150-102,37.5608058,127.08764,1,중곡역 2번출구,37.56503466,127.0839516,756,4
서울특별시 광진구 중곡동 150-103,37.5614019,127.0871114,5,중곡역 2번출구,37.56503466,127.0839516,687,3
서울특별시 광진구 중곡동 150-405,37.5625351,127.0878078,2,중곡역 2번출구,37.56503466,127.0839516,620,3
서울특별시 광진구 중곡동 150-93,37.5612438,127.0875881,1,중곡역 2번출구,37.56503466,127.0839516,725,4
서울특별시 광진구 중곡동 157-1,37.557626,127.0800323,1,셀렉토커피 군자역점,37.557841,127.07978,599,2
서울특별시 광진구 중곡동 157-24,37.5570261,127.0806447,4,군자 LG 베스트샵 앞 ,37.55684347,127.0809078,343,1
서울특별시 광진구 중곡동 157-25,37.5570943,127.0803688,2,군자역 4번출구,37.55708774,127.0802359,8,0
서울특별시 광진구 중곡동 158-24,37.5581522,127.0802906,3,셀렉토커피 군자역점,37.557841,127.07978,320,2
서울특별시 광진구 중곡동 161-24,37.559133,127.0808367,1,셀렉토커피 군자역점,37.557841,127.07978,646,4
서울특별시 광진구 중곡동 163-2,37.5622358,127.0819075,2,중곡역 2번출구,37.56503466,127.0839516,366,1
서울특별시 광진구 중곡동 163-22,37.5611644,127.0814176,2,셀렉토커피 군자역점,37.557841,127.07978,590,2
서울특별시 광진구 중곡동 164-1,37.5627248,127.0822682,1,중곡역 2번출구,37.56503466,127.0839516,899,5
서울특별시 광진구 중곡동 165-1,37.5642418,127.0830708,1,중곡역 2번출구,37.56503466,127.0839516,450,2
서울특별시 광진구 중곡동 166-41,37.5643756,127.0832173,2,중곡역 2번출구,37.56503466,127.0839516,455,2
서울특별시 광진구 중곡동 167-4,37.5658437,127.084029,1,중곡역 2번출구,37.56503466,127.0839516,185,1
서울특별시 광진구 중곡동 168-7,37.5667663,127.084154,3,중곡역 2번출구,37.56503466,127.0839516,315,2
서울특별시 광진구 중곡동 18-27,37.56552,127.0868211,5,중곡역 2번출구,37.56503466,127.0839516,618,3
서울특별시 광진구 중곡동 18-28,37.5653346,127.0869039,2,중곡역 2번출구,37.56503466,127.0839516,606,3
서울특별시 광진구 중곡동 181-13,37.5696995,127.0797671,1,중곡역 2번출구,37.56503466,127.0839516,930,4
서울특별시 광진구 중곡동 204,37.5694444,127.0830552,2,중곡역 2번출구,37.56503466,127.0839516,752,3
서울특별시 광진구 중곡동 21-10,37.5632352,127.0872548,1,중곡역 2번출구,37.56503466,127.0839516,477,2
서울특별시 광진구 중곡동 21-11,37.5633933,127.0872269,1,중곡역 2번출구,37.56503466,127.0839516,461,3
서울특별시 광진구 중곡동 243-1,37.5626708,127.0805109,3,중곡역 2번출구,37.56503466,127.0839516,541,2
서울특별시 광진구 중곡동 243-2,37.5626375,127.0807938,2,중곡역 2번출구,37.56503466,127.0839516,481,2
서울특별시 광진구 중곡동 249-3,37.5639279,127.0768645,1,중곡역 2번출구,37.56503466,127.0839516,851,4
서울특별시 광진구 중곡동 249-41,37.5634171,127.076276,1,군자역 1번 출구,37.55774121,127.0786032,1343,8
서울특별시 광진구 중곡동 263-1,37.5645564,127.076628,3,중곡역 2번출구,37.56503466,127.0839516,936,6
서울특별시 광진구 중곡동 263-8,37.5677682,127.0789819,1,중곡역 2번출구,37.56503466,127.0839516,706,3
서울특별시 광진구 중곡동 263-9,37.5679982,127.0782926,1,중곡역 2번출구,37.56503466,127.0839516,1342,7
서울특별시 광진구 중곡동 264-5,37.5657514,127.0811792,1,중곡역 2번출구,37.56503466,127.0839516,512,2
서울특별시 광진구 중곡동 265-16,37.5577338,127.0802171,4,셀렉토커피 군자역점,37.557841,127.07978,589,2
서울특별시 광진구 중곡동 265-17,37.5572664,127.0819475,2,군자 LG 베스트샵 앞 ,37.55684347,127.0809078,208,1
서울특별시 광진구 중곡동 266-1,37.5655538,127.0865745,20,중곡역 2번출구,37.56503466,127.0839516,625,3
서울특별시 광진구 중곡동 266-5,37.5575789,127.087965,2,군자 정우빌딩 앞,37.55613197,127.0815418,1251,6
서울특별시 광진구 중곡동 267-4,37.5656216,127.0786035,2,중곡역 2번출구,37.56503466,127.0839516,1283,8
서울특별시 광진구 중곡동 271-2,37.5635574,127.0882955,1,중곡역 2번출구,37.56503466,127.0839516,565,3
서울특별시 광진구 중곡동 272-11,37.5573144,127.0797687,4,군자역 4번출구,37.55708774,127.0802359,300,1
서울특별시 광진구 중곡동 272-12,37.556515,127.0815322,22,군자 정우빌딩 앞,37.55613197,127.0815418,360,1
서울특별시 광진구 중곡동 272-14,37.5547665,127.0859372,3,군자 정우빌딩 앞,37.55613197,127.0815418,794,4
서울특별시 광진구 중곡동 272-9,37.5587168,127.0804144,3,셀렉토커피 군자역점,37.557841,127.07978,345,2
서울특별시 광진구 중곡동 273-1,37.565831,127.08425,30,중곡역 2번출구,37.56503466,127.0839516,421,2
서울특별시 광진구 중곡동 275-2,37.5658677,127.083464,1,중곡역 2번출구,37.56503466,127.0839516,239,1
서울특별시 광진구 중곡동 276-14,37.5591295,127.088251,1,군자 정우빌딩 앞,37.55613197,127.0815418,1481,10
서울특별시 광진구 중곡동 276-3,37.5635089,127.0861746,1,중곡역 2번출구,37.56503466,127.0839516,372,1
서울특별시 광진구 중곡동 277-1,37.5616195,127.0837403,1,중곡역 2번출구,37.56503466,127.0839516,481,1
서울특별시 광진구 중곡동 277-12,37.5636213,127.0781289,1,중곡역 2번출구,37.56503466,127.0839516,732,4
서울특별시 광진구 중곡동 277-5,37.5627244,127.0813506,1,중곡역 2번출구,37.56503466,127.0839516,432,1
서울특별시 광진구 중곡동 277-6,37.5626681,127.0809962,1,중곡역 2번출구,37.56503466,127.0839516,469,2
서울특별시 광진구 중곡동 278-2,37.5589995,127.0881182,1,군자 정우빌딩 앞,37.55613197,127.0815418,1476,10
서울특별시 광진구 중곡동 279-3,37.55895,127.0881014,1,군자 정우빌딩 앞,37.55613197,127.0815418,1479,10
서울특별시 광진구 중곡동 280-4,37.5627804,127.0809336,1,중곡역 2번출구,37.56503466,127.0839516,468,1
서울특별시 광진구 중곡동 289-2,37.569979,127.0864073,1,중곡역 2번출구,37.56503466,127.0839516,809,5
서울특별시 광진구 중곡동 29-2,37.5663535,127.0856367,1,중곡역 2번출구,37.56503466,127.0839516,393,2
서울특별시 광진구 중곡동 29-56,37.5680238,127.0857309,1,중곡역 2번출구,37.56503466,127.0839516,492,2
서울특별시 광진구 중곡동 290-1,37.5700177,127.085879,2,중곡역 2번출구,37.56503466,127.0839516,719,3
서울특별시 광진구 중곡동 292,37.5688657,127.0864947,2,중곡역 2번출구,37.56503466,127.0839516,750,5
서울특별시 광진구 중곡동 298-1,37.5691412,127.0860306,1,중곡역 2번출구,37.56503466,127.0839516,588,2
서울특별시 광진구 중곡동 30-1,37.5650124,127.0857923,2,중곡역 2번출구,37.56503466,127.0839516,611,3
서울특별시 광진구 중곡동 30-78,37.5653894,127.0860934,3,중곡역 2번출구,37.56503466,127.0839516,611,3
서울특별시 광진구 중곡동 30-80,37.5649376,127.0845873,2,중곡역 2번출구,37.56503466,127.0839516,106,0
서울특별시 광진구 중곡동 30-81,37.5651253,127.0840328,5,중곡역 2번출구,37.56503466,127.0839516,106,0
서울특별시 광진구 중곡동 31-1,37.5640686,127.0835417,1,중곡역 2번출구,37.56503466,127.0839516,124,0
서울특별시 광진구 중곡동 31-38,37.5629236,127.0829219,1,중곡역 2번출구,37.56503466,127.0839516,371,2
서울특별시 광진구 중곡동 316-1,37.5692617,127.0873839,1,중곡역 2번출구,37.56503466,127.0839516,733,4
서울특별시 광진구 중곡동 341-13,37.5569429,127.0809355,2,군자 LG 베스트샵 앞 ,37.55684347,127.0809078,341,1
서울특별시 광진구 중곡동 40-14,37.5623967,127.0826701,2,중곡역 2번출구,37.56503466,127.0839516,355,1
서울특별시 광진구 중곡동 440,37.5556064,127.0923115,2,아차산역 2번출구,37.55131682,127.0902279,927,5
서울특별시 광진구 중곡동 477,37.5534609,127.0905362,1,아차산역 2번출구,37.55131682,127.0902279,555,3
서울특별시 광진구 중곡동 482-4,37.5588631,127.0899862,2,군자 정우빌딩 앞,37.55613197,127.0815418,1663,11
서울특별시 광진구 중곡동 56-18,37.5599992,127.0869194,1,중곡역 2번출구,37.56503466,127.0839516,830,3
서울특별시 광진구 중곡동 605-1,37.5707246,127.0864254,1,중곡역 2번출구,37.56503466,127.0839516,800,3
서울특별시 광진구 중곡동 606-1,37.5704724,127.0861422,2,중곡역 2번출구,37.56503466,127.0839516,735,3
서울특별시 광진구 중곡동 608-6,37.5702334,127.0858835,2,중곡역 2번출구,37.56503466,127.0839516,720,3
서울특별시 광진구 중곡동 639-1,37.5586629,127.077431,1,군자역 1번 출구,37.55774121,127.0786032,439,2
서울특별시 광진구 중곡동 639-2,37.5584223,127.0773554,1,군자역 1번 출구,37.55774121,127.0786032,466,2
서울특별시 광진구 중곡동 649-6,37.5576577,127.0792815,1,셀렉토커피 군자역점,37.557841,127.07978,275,1
서울특별시 광진구 중곡동 649-8,37.5578753,127.0795622,1,셀렉토커피 군자역점,37.557841,127.07978,18,0
서울특별시 광진구 중곡동 654,37.5601992,127.0760959,2,군자역 1번 출구,37.55774121,127.0786032,703,3
서울특별시 광진구 중곡동 659,37.5587607,127.0758397,1,군자역 1번 출구,37.55774121,127.0786032,630,3
서울특별시 광진구 중곡동 661,37.557262,127.0793437,3,셀렉토커피 군자역점,37.557841,127.07978,299,1
서울특별시 광진구 중곡동 668,37.5586673,127.0788773,1,군자역 1번 출구,37.55774121,127.0786032,338,2
서울특별시 광진구 중곡동 669,37.5582963,127.0777656,4,군자역 1번 출구,37.55774121,127.0786032,547,3
서울특별시 광진구 중곡동 672,37.5576689,127.0794849,2,셀렉토커피 군자역점,37.557841,127.07978,357,1
서울특별시 광진구 중곡동 675,37.5612523,127.0817291,12,셀렉토커피 군자역점,37.557841,127.07978,649,5
서울특별시 광진구 중곡동 676,37.5588578,127.0803378,1,셀렉토커피 군자역점,37.557841,127.07978,356,2
서울특별시 광진구 중곡동 79-3,37.5583179,127.0880213,1,군자 정우빌딩 앞,37.55613197,127.0815418,1332,7
서울특별시 광진구 중곡동 79-9,37.5576487,127.0882603,1,군자 정우빌딩 앞,37.55613197,127.0815418,1254,6
서울특별시 광진구 화양동 1-36,37.5438195,127.0726348,2,능동로분수광장옆,37.54348045,127.072413,1217,8
서울특별시 광진구 화양동 1-37,37.5437128,127.0728481,2,능동로분수광장옆,37.54348045,127.072413,1221,8
서울특별시 광진구 화양동 111-1,37.5470049,127.0745502,1,어린이대공원역 3번출구,37.54702433,127.0746327,7,0
서울특별시 광진구 화양동 111-110,37.5470601,127.0730964,1,어린이대공원역 4번출구,37.546818,127.0737281,59,0
서울특별시 광진구 화양동 111-119,37.5463013,127.0733575,1,화양동성당 옆,37.546504,127.073756,1038,6
서울특별시 광진구 화양동 111-146,37.5457135,127.0735988,1,화양동성당 옆,37.546504,127.073756,92,0
서울특별시 광진구 화양동 111-185,37.5468726,127.0741788,7,어린이대공원역 4번출구,37.5468488,127.0737587,102,1
서울특별시 광진구 화양동 111-196,37.5467783,127.0746322,1,어린이대공원역 3번출구,37.54702433,127.0746327,318,1
서울특별시 광진구 화양동 111-33,37.5478827,127.0707274,1,다이소 화양동점,37.5478835,127.0707552,0,0
서울특별시 광진구 화양동 111-72,37.5469628,127.0744421,4,어린이대공원역 3번출구,37.54702433,127.0746327,13,0
서울특별시 광진구 화양동 111-89,37.5456006,127.0739662,1,화양동성당 옆,37.546504,127.073756,183,1
서울특별시 광진구 화양동 164-1,37.5471331,127.0739626,2,어린이대공원역 4번출구,37.5468488,127.0737587,39,0
서울특별시 광진구 화양동 164-2,37.5459327,127.0734121,7,화양동성당 옆,37.546504,127.073756,1003,6
서울특별시 광진구 화양동 164-9,37.5425437,127.0718327,4,겨울자전거_긴자료코 앞,37.54283263,127.0718608,272,2
서울특별시 광진구 화양동 18-27,37.5480594,127.069588,1,육회2990 군자점 앞,37.548166,127.070298,97,1
서울특별시 광진구 화양동 18-28,37.5474329,127.0689671,1,육회2990 군자점 앞,37.548166,127.070298,232,2
서울특별시 광진구 화양동 190,37.5475874,127.0722794,1,다이소 화양동점,37.5478835,127.0707552,288,1
서울특별시 광진구 화양동 196-1,37.5475218,127.0725904,1,어린이대공원역 4번출구,37.546818,127.0737281,199,1
서울특별시 광진구 화양동 2-50,37.5441411,127.0725683,2,겨울자전거_리플레쉬 앞,37.54429817,127.0725386,1243,8
서울특별시 광진구 화양동 202,37.547401,127.0727461,1,어린이대공원역 4번출구,37.546818,127.0737281,183,1
서울특별시 광진구 화양동 21-1,37.5479882,127.0688012,1,하나은행 화양동지점,37.54819053,127.0675798,253,1
서울특별시 광진구 화양동 21-53,37.5471067,127.0670003,5,하나은행 화양동지점,37.54819053,127.0675798,130,0
서울특별시 광진구 화양동 21-6,37.5480602,127.0677085,3,하나은행 화양동지점,37.54819053,127.0675798,408,1
서울특별시 광진구 화양동 23-40,37.5468862,127.0670504,2,동부참사랑요양병원 앞,37.54581884,127.0661682,305,1
서울특별시 광진구 화양동 230,37.547176,127.0737165,1,어린이대공원역 4번출구,37.5468488,127.0737587,92,0
서울특별시 광진구 화양동 234,37.5445063,127.0658448,1,치아미치과,37.54511904,127.0657295,268,0
서울특별시 광진구 화양동 235,37.5440553,127.0655857,1,좋은이웃교회 오른편,37.54396697,127.065119,438,1
서울특별시 광진구 화양동 24-1,37.5467193,127.0668704,1,동부참사랑요양병원 앞,37.54581884,127.0661682,312,1
서울특별시 광진구 화양동 24-33,37.5441597,127.0653398,4,좋은이웃교회 오른편,37.54396697,127.065119,463,1
서울특별시 광진구 화양동 3-25,37.5433038,127.0718908,1,장수 분식 맞은편(구 예술의 전당),37.543401,127.072321,333,3
서울특별시 광진구 화양동 31-73,37.5459609,127.0675486,2,동부참사랑요양병원 앞,37.54581884,127.0661682,268,1
서울특별시 광진구 화양동 39-4,37.5449467,127.073278,1,겨울자전거_리플레쉬 앞,37.54429817,127.0725386,669,4
서울특별시 광진구 화양동 39-5,37.5460168,127.0736683,7,화양동성당 옆,37.546504,127.073756,79,0
서울특별시 광진구 화양동 4-1,37.5408043,127.0732433,3,KU융합과학기술원 주차 구역,37.541161,127.073867,78,0
서울특별시 광진구 화양동 4-12,37.5404425,127.072107,1,의생명과학연구관/생명과학관 사이 횡단보도,37.540203,127.072706,229,0
서울특별시 광진구 화양동 4-15,37.5407376,127.0711869,1,건대입구역 3번출구,37.540814,127.071222,9,0
서울특별시 광진구 화양동 4-16,37.5430462,127.0724552,1,장수 분식 맞은편(구 예술의 전당),37.543401,127.072321,1041,5
서울특별시 광진구 화양동 4-18,37.5431572,127.0723156,1,장수 분식 맞은편(구 예술의 전당),37.543401,127.072321,24,0
서울특별시 광진구 화양동 4-20,37.5406698,127.0714146,13,건대입구역 3번출구,37.540814,127.071222,786,3
서울특별시 광진구 화양동 4-4,37.5392379,127.0738309,1,건대아동교육아카데미앞 ,37.53915232,127.0736253,194,0
서울특별시 광진구 화양동 4-9,37.5405378,127.0688968,1,KB국민은행 건대점,37.5412378,127.0671233,175,1
서울특별시 광진구 화양동 41-3,37.5454592,127.0661492,1,동부참사랑요양병원 앞,37.54581884,127.0661682,51,0
서울특별시 광진구 화양동 41-8,37.5453368,127.0660779,2,치아미치과,37.54511904,127.0657295,416,1
서울특별시 광진구 화양동 42-18,37.54302,127.0648661,1,좋은이웃교회 오른편,37.54396697,127.065119,105,0
서울특별시 광진구 화양동 42-24,37.5431668,127.064954,1,좋은이웃교회 오른편,37.54396697,127.065119,311,0
서울특별시 광진구 화양동 48-10,37.5410705,127.0675769,6,KB국민은행 건대점,37.5412378,127.0671233,43,0
서울특별시 광진구 화양동 48-14,37.5411488,127.0679331,1,KB국민은행 건대점,37.5412378,127.0671233,115,1
서울특별시 광진구 화양동 48-7,37.5415499,127.0661817,1,커먼그라운드,37.54141471,127.0659811,402,3
서울특별시 광진구 화양동 48-9,37.5412642,127.0682878,3,KB국민은행 건대점,37.5412378,127.0671233,140,1
서울특별시 광진구 화양동 49-9,37.5420462,127.0651456,1,덴간호학원 건대점,37.54164558,127.0659092,820,6
서울특별시 광진구 화양동 490-2,37.5460129,127.076516,4,건국문화사,37.54546537,127.0764094,593,4
서울특별시 광진구 화양동 495-1,37.5461344,127.0760933,1,어린이 대공원 부근 가츠시,37.546446,127.075817,281,1
서울특별시 광진구 화양동 5-52,37.5416936,127.071386,3,서울교통공사기술관리소앞,37.541336,127.071465,364,2
서울특별시 광진구 화양동 50-1,37.5423197,127.0646508,5,성수사거리 기아 성수지점 앞,37.5422156,127.0641864,97,0
서울특별시 광진구 화양동 50-2,37.5425292,127.0645288,6,성수사거리 기아 성수지점 앞,37.5422156,127.0641864,173,1
서울특별시 광진구 화양동 50-4,37.5425244,127.0651824,2,성수사거리 기아 성수지점 앞,37.5422156,127.0641864,136,1
서울특별시 광진구 화양동 50-7,37.5423013,127.0647273,5,성수사거리 기아 성수지점 앞,37.5422156,127.0641864,97,0
서울특별시 광진구 화양동 523-1,37.5457898,127.0778225,2,피자유니온,37.545763,127.07735,698,4
서울특별시 광진구 화양동 526-34,37.5391326,127.0747285,4,겨울자전거_카페인모아,37.5384597,127.0753355,898,3
서울특별시 광진구 화양동 6-1,37.5403776,127.0705256,1,건대입구역 4번출구 앞 자전거 거치대,37.539966,127.071014,1014,5
서울특별시 광진구 화양동 6-3,37.5405069,127.0705832,9,건대입구역 3번출구,37.540814,127.071222,850,4
서울특별시 광진구 화양동 7-3,37.5408156,127.0690315,2,KB국민은행 건대점,37.5412378,127.0671233,173,1
서울특별시 광진구 화양동 7-44,37.5409582,127.0684686,4,KB국민은행 건대점,37.5412378,127.0671233,122,1
서울특별시 광진구 화양동 7-47,37.5406706,127.0689886,2,KB국민은행 건대점,37.5412378,127.0671233,175,1
서울특별시 광진구 화양동 90-4,37.5451677,127.0728171,1,겨울자전거_리플레쉬 앞,37.54429817,127.0725386,98,0
